id;data;siglaorgao;idevento;aprovacao;descricao
2448730-40;2026-03-16;CCP;;true;Realizar o encaminhamento do PL-2841/2024 à CFT (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2487315-20;2026-03-16;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PL 2841/2024, por ter sido aprovado o REQ 1311/2026 que está apensado ao primeiro.
2606414-3;2026-03-17;CSPCCO;81282;true;Aprovado o Requerimento, com o voto contrário do Dep. Pastor Henrique Vieira.
2563330-90;2026-03-17;PLEN;81323;true;Aprovada a Redação Final assinada pela Deputada Nely Aquino (PODE/MG).
2398003-10;2026-03-17;PLEN;81323;true;"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 430; Total: 430."
2117379-65;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2173745-33;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2312630-20;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2372604-17;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2476673-15;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2205468-22;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2224681-24;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2238597-52;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2273533-26;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2275134-23;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2275142-23;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2350191-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2394085-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2394185-17;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2482945-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2417222-16;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2593773-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2451624-15;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2462254-15;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2479053-15;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2241646-33;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2310279-20;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2329479-22;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2351347-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2394179-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2484537-16;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2592114-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2296857-16;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2419204-15;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2484086-17;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2528446-14;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2552069-16;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2487549-33;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2450021-16;2026-03-17;PLEN;;true;Aprovado o requerimento nº 3624/2023,da Sra. Bia Kicis, que solicita urgência (art. 155) para o PLP 108/2021.
2295251-133;2026-03-17;CCP;;true;Realizar o encaminhamento do PLP-108/2021 à CDE (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2295251-134;2026-03-17;CCP;;true;Realizar o encaminhamento do PLP-108/2021 à CICS (tramitação simultânea), em razão da aprovação de requerimento de urgência.
2295251-135;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 3624/2023.
2117379-66;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2296857-17;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2419204-16;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2450021-17;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2484086-18;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2487549-34;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2552069-17;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2173745-34;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2205468-23;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2224681-25;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2238597-53;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2241646-34;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2528446-15;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2273533-27;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2275134-24;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2275142-24;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2310279-21;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2312630-21;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2329479-23;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2350191-15;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2372604-18;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2394085-15;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2394179-15;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2394185-18;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2451624-16;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2462254-16;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2479053-16;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2484537-17;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2351347-15;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2476673-16;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
2482945-15;2026-03-17;PLEN;;true;Alteração do Regime de Tramitação desta proposição em virtude da alteração do regime do PLP 108/2021, por ter sido aprovado o REQ 3624/2023 que está apensado ao primeiro.
