"id";"uri";"siglaTipo";"numero";"ano";"codTipo";"descricaoTipo";"ementa";"ementaDetalhada";"keywords";"dataApresentacao";"uriOrgaoNumerador";"uriPropAnterior";"uriPropPrincipal";"uriPropPosterior";"urlInteiroTeor";"urnFinal";"ultimoStatus_dataHora";"ultimoStatus_sequencia";"ultimoStatus_uriRelator";"ultimoStatus_idOrgao";"ultimoStatus_siglaOrgao";"ultimoStatus_uriOrgao";"ultimoStatus_regime";"ultimoStatus_descricaoTramitacao";"ultimoStatus_idTipoTramitacao";"ultimoStatus_descricaoSituacao";"ultimoStatus_idSituacao";"ultimoStatus_despacho";"ultimoStatus_apreciacao";"ultimoStatus_url"
"2416823";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416823";"MSC";"8";"2024";"412";"Mensagem de Restituição de Autógrafos";"Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Institui o Dia Nacional de Combate à Tortura”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei nº 14.797, de 5 de janeiro de 2024.";"";"";"2024-01-10T11:52:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2075455";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383291";"";"2024-01-10T11:52:00";"1";"";"100272";"SERAU(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100272";"";"Apresentação de Proposição";"100";"Aguardando Envio ao Senado Federal";"1293";"Apresentação da MSC n. 8/2024 (Mensagem de Restituição de Autógrafos), pelo Poder Executivo, que ""Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Institui o Dia Nacional de Combate à Tortura”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei nº 14.797, de 5 de janeiro de 2024
"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383291"
"2416824";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416824";"MSC";"9";"2024";"412";"Mensagem de Restituição de Autógrafos";"Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Institui o dia Nacional da Educação Legislativa”; e restitui para o arquivo ao Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.798, de 5 de janeiro de 2024.";"";"";"2024-01-10T11:51:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2306806";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383292";"";"2024-01-10T11:51:00";"1";"";"100272";"SERAU(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100272";"";"Apresentação de Proposição";"100";"Aguardando Envio ao Senado Federal";"1293";"Apresentação da MSC n. 9/2024 (Mensagem de Restituição de Autógrafos), pelo Poder Executivo, que ""Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Institui o dia Nacional da Educação Legislativa”; e restitui para o arquivo ao Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.798, de 5 de janeiro de 2024"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383292"
"2416825";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416825";"MSC";"10";"2024";"412";"Mensagem de Restituição de Autógrafos";"Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Altera a Lei nº 11.350, de 5 de outubro de 2006, para denominá-la Lei Ruth Brilhante”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.799, de 5 de janeiro de 2024.";"";"";"2024-01-10T11:52:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2233469";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383293";"";"2024-01-10T11:52:00";"1";"";"100272";"SERAU(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100272";"";"Apresentação de Proposição";"100";"Aguardando Envio ao Senado Federal";"1293";"Apresentação da MSC n. 10/2024 (Mensagem de Restituição de Autógrafos), pelo Poder Executivo, que ""Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Altera a Lei nº 11.350, de 5 de outubro de 2006, para denominá-la Lei Ruth Brilhante”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.799, de 5 de janeiro de 2024"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383293"
"2416826";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416826";"PL";"3";"2024";"139";"Projeto de Lei";"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, para aprimorar o instituto da falência do empresário e da sociedade empresária.";"";"Alteração, Lei de Falências (2005), agilização, processo judicial, falência, ampliação, acesso à informação, credor, transparência. _Competência, Administrador judicial, Gestor fiduciário, falência. _Atribuição, Comitê de Credores, recuperação judicial, falência. _Diretrizes, Plano de falência.";"2024-01-10T18:15:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383303";"";"2024-08-07T00:00:00";"69";"https://dadosabertos.camara.leg.br/api/v2/deputados/220603";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Prioridade (Art. 151, II, RICD)";"Apresentação de Proposição";"100";"Aguardando Apreciação pelo Senado Federal";"926";"A matéria passa a tramitar em regime de prioridade.
Alteração do regime de tramitação em razão da MSC n. 126/2024 (Mensagem de Cancelamento de Urgência), pelo Poder Executivo, que ""Solicita seja considerada sem efeito, e, portanto, cancelada, a urgência pedida com apoio no § 1o do art. 64 da Constituição para o Projeto de Lei no 3, de 2024, que “Altera a Lei nº 11.101, de 9 de fevereiro de 2005, para 
aprimorar o instituto da falência do empresário e da sociedade empresária”, enviado ao Congresso Nacional com a Mensagem no 12, de 2024"".";"Proposição Sujeita à Apreciação do Plenário";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2460901"
"2416827";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416827";"MSC";"12";"2024";"406";"Mensagem de Solicitação de urgência";"Submete à deliberação do Congresso Nacional o texto do projeto de lei que “Altera a Lei nº 11.101, de 9 de fevereiro de 2005, para aprimorar o instituto da falência do empresário e da sociedade empresária.”.";"";"";"2024-01-10T18:15:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416826";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383305";"";"2024-01-10T18:15:00";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação da MSC n. 12/2024 (Mensagem), pelo Poder Executivo, que ""Submete à deliberação do Congresso Nacional o texto do projeto de lei que “Altera a Lei nº 11.101, de 9 de fevereiro de 2005, para aprimorar o instituto da falência do empresário e da sociedade empresária.”"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383305"
"2416828";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416828";"MSC";"13";"2024";"412";"Mensagem de Restituição de Autógrafos";"Comunica o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Dispõe sobre as debêntures de infraestrutura; altera as Leis nºs 9.481, de 13 de agosto de 1997, 11.478, de 29 de maio de 2007, e 12.431, de 24 de junho de 2011; e dá outras providências.”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.801, de 9 de janeiro de 2024.";"";"";"2024-01-10T18:16:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2252649";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383306";"";"2024-01-10T18:16:00";"1";"";"100272";"SERAU(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100272";"";"Apresentação de Proposição";"100";"Aguardando Envio ao Senado Federal";"1293";"Apresentação da MSC n. 13/2024 (Mensagem de Restituição de Autógrafos), pelo Poder Executivo, que ""Comunica o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Dispõe sobre as debêntures de infraestrutura; altera as Leis nºs 9.481, de 13 de agosto de 1997, 11.478, de 29 de maio de 2007, e 12.431, de 24 de junho de 2011; e dá outras providências.”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.801, de 9 de janeiro de 2024"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383306"
"2416830";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416830";"PL";"4";"2024";"139";"Projeto de Lei";"Cria cargos efetivos, cargos em comissão e funções comissionadas no Quadro de Pessoal do Tribunal Superior Eleitoral e dos Tribunais Regionais Eleitorais.";"";"Criação, cargo efetivo, cargo em comissão, função comissionada, quadro de pessoal, Tribunal Superior Eleitoral (TSE), Tribunal Regional Eleitoral (TRE), Justiça eleitoral.";"2024-01-11T15:24:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383319";"";"2026-04-08T00:00:00";"80";"https://dadosabertos.camara.leg.br/api/v2/deputados/143632";"4";"MESA";"https://dadosabertos.camara.leg.br/api/v2/orgaos/4";"Prioridade (Art. 151, II, RICD)";"Apresentação de Proposição";"100";"Transformado em Norma Jurídica";"1140";"Recebimento do Ofício nº 215/2026 (SF) que comunica restituição ao Senado Federal pela Presidência da República do autógrafo do projeto de lei sancionado (PL 4/2024).";"Proposição Sujeita à Apreciação Conclusiva pelas Comissões - Art. 24 II";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3110832"
"2416833";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416833";"MSC";"15";"2024";"412";"Mensagem de Restituição de Autógrafos";"Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Altera a Lei nº 11.053, de 29 de dezembro de 2004, para permitir a participantes e assistidos de plano de previdência complementar optarem pelo regime de tributação por ocasião da obtenção do benefício ou do primeiro resgate dos valores acumulados”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.803, de 10 de janeiro de 2024.";"";"";"2024-01-12T14:41:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/180";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2329810";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383356";"";"2024-01-12T14:41:00";"1";"";"100272";"SERAU(SGM)";"https://dadosabertos.camara.leg.br/api/v2/orgaos/100272";"";"Apresentação de Proposição";"100";"Aguardando Envio ao Senado Federal";"1293";"Apresentação da MSC n. 15/2024 (Mensagem de Restituição de Autógrafos), pelo Poder Executivo, que ""Comunica  o Excelentíssimo Senhor Presidente da República a sanção do projeto de lei que “Altera a Lei nº 11.053, de 29 de dezembro de 2004, para permitir a participantes e assistidos de plano de previdência complementar optarem pelo regime de tributação por ocasião da obtenção do benefício ou do primeiro resgate dos valores acumulados”; e restitui para o arquivo do Congresso Nacional, o autógrafo do texto ora convertido na Lei no 14.803, de 10 de janeiro de 2024"".";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2383356"
"2416834";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416834";"EMR";"1";"0";"257";"Emenda de Relator";"Dispõe sobre a admissão de animais domésticos em unidades hospitalares do Sistema Único de Saúde - SUS.";"";"";"2024-12-04T18:41:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2190905";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2369374";"";"2024-12-04T18:41:00";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação da EMR n. 1 CCJC (Emenda de Relator), pelo Deputado Luiz Couto (PT-PB).";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2369374"
"2416835";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416835";"EMR";"1";"0";"257";"Emenda de Relator";"Dispõe sobre a admissão de animais domésticos em unidades hospitalares do Sistema Único de Saúde - SUS.";"";"";"2024-12-04T18:41:00";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220695";"";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2369374";"";"2024-12-04T18:41:00";"1";"";"";"";"";"";"Apresentação de Proposição";"100";"";"";"Apresentação da EMR n. 1 CCJC (Emenda de Relator), pelo Deputado Luiz Couto (PT-PB).";"Indefinida";"https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2369374"
